52.5023120,13.4134650,0.00
52.5023190,13.4134860,0.00
52.5023190,13.4135170,0.00
52.5023190,13.4135310,0.00
52.5023420,13.4135090,0.00
52.5023350,13.4134790,0.00
52.5023120,13.4134520,0.00
52.5022960,13.4134200,0.00
52.5022960,13.4134440,0.00
52.5022960,13.4134560,0.00
52.5022960,13.4134680,0.00
52.5022850,13.4134830,0.00
52.5022960,13.4134990,0.00
52.5023190,13.4134880,0.00
52.5023420,13.4134700,0.00
52.5023350,13.4134540,0.00
52.5023350,13.4134540,0.00
52.5023350,13.4134580,0.00
52.5023350,13.4134740,0.00
52.5023190,13.4135350,0.00
52.5023040,13.4135580,0.00
52.5022960,13.4135620,0.00
52.5022960,13.4135720,0.00
52.5022850,13.4136030,0.00
52.5022850,13.4136190,0.00
52.5022850,13.4136150,0.00
52.5022960,13.4136090,0.00
52.5023040,13.4136010,0.00
52.5023770,13.4135780,0.00
52.5024340,13.4135890,0.00
52.5024760,13.4136170,0.00
52.5024830,13.4136300,0.00
52.5024830,13.4136530,0.00
52.5024830,13.4136530,0.00
52.5025140,13.4135720,0.00
52.5025480,13.4135490,0.00
52.5025710,13.4135330,0.00
52.5026130,13.4134720,0.00
52.5026440,13.4134000,0.00
52.5026440,13.4133520,0.00
52.5026510,13.4133420,0.00
52.5026510,13.4133420,0.00
52.5026630,13.4133590,0.00
52.5026630,13.4133710,0.00
52.5026440,13.4133790,0.00
52.5026510,13.4133950,0.00
52.5026700,13.4133890,0.00
52.5026860,13.4133710,0.00
52.5027200,13.4133240,0.00
52.5026930,13.4132870,0.00
52.5026930,13.4132780,0.00
52.5026860,13.4132670,0.00
52.5026860,13.4132960,0.00
